Date/Time,LIGHT 01:Lights Electric Energy [J](Annual),LIGHT 02:Lights Electric Energy [J](Annual),LIGHT 03:Lights Electric Energy [J](Annual),LIGHT 04:Lights Electric Energy [J](Annual),LIGHT 05:Lights Electric Energy [J](Annual),LIGHT 06:Lights Electric Energy [J](Annual),ZN04_PV02_CO_RE_ADMIN:Zone Ventilation Fan Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_CLIENTES:Zone Ventilation Fan Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP:Zone Ventilation Fan Electric Energy [J](Annual),ZN02_PV01_CO_RE_CAIXAS1:Zone Ventilation Fan Electric Energy [J](Annual),ZN03_PV02_CO_RE_CAIXAS2:Zone Ventilation Fan Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR:Zone Ventilation Fan Electric Energy [J](Annual),SPLITAO SUPPLY FAN:Fan Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP SUPPLY FAN:Fan Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP SUPPLY FAN:Fan Electric Energy [J](Annual),SPLITAO COOLING COIL:Cooling Coil Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP COOLING COIL:Cooling Coil Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP COOLING COIL:Cooling Coil Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP HEATING COIL:Heating Coil Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP HEATING COIL:Heating Coil Electric Energy [J](Annual),SPLITAO HEATING COIL:Heating Coil Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP SUPP HEATING COIL:Heating Coil Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP SUPP HEATING COIL:Heating Coil Electric Energy [J](Annual),EXTERIOR LIGHTS:Exterior Lights Electric Energy [J](Annual) 
,37897762207.49784,4142530242.0000689,31068976815.00338,31068976815.003377,29826217742.39858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36165987000.0,632783678.8366432,4884174613.002379,115797214868.23104,4580357006.752817,26863503663.282716,0.0,0.0,0.0,0.0,0.0,18951120000.0 
